"amostra";"Au";"Pd";"Pt";"Ag";"Al";"As";"B";"Ba";"Be";"Bi";"Ca";"Cd";"Ce";"Co";"Cr";"Cs";"Cu";"Fe";"Ga";"Ge";"Hf";"Hg";"In";"K";"La";"Li";"Lu";"Mg";"Mn";"Mo";"Na";"Nb";"Ni";"P";"Pb";"Rb";"Re";"S";"Sb";"Sc";"Se";"Sn";"Sr";"Ta";"Tb";"Te";"Th";"Ti";"Tl";"U";"V";"W";"Y";"Yb";"Zn";"Zr";"boletim"
"ICP713";"-10";"-10";"-10";"-0,01";"1,24";"5";"-10";"210";"1,3";"0,09";"0,26";"0,05";"57,4";"15,4";"79";"0,59";"14,1";"3,33";"4";"-0,1";"0,12";"-0,01";"0,02";"0,11";"36,8";"9";"0,14";"0,33";"853";"0,42";"0,03";"1,24";"32,9";"386";"15,9";"9";"-0,1";"-0,01";"0,2";"4,2";"-1";"0,9";"42,8";"-0,05";"0,7";"-0,05";"3,2";"0,06";"0,07";"0,92";"56";"0,1";"15,73";"1";"43";"4,6";"GQ2003735"
"ICP714";"-10";"-10";"-10";"-0,01";"0,99";"5";"-10";"157";"0,9";"0,14";"0,24";"0,06";"46,9";"9,8";"32";"1,36";"7,9";"2,36";"3,3";"-0,1";"0,16";"-0,01";"-0,02";"0,17";"20,1";"18";"0,09";"0,44";"595";"0,35";"0,03";"1,1";"15,6";"373";"13,9";"15,2";"-0,1";"-0,01";"0,35";"2,4";"-1";"0,7";"11,7";"-0,05";"0,34";"-0,05";"4,4";"0,07";"0,12";"0,78";"36";"0,3";"8,15";"0,7";"39";"7,4";"GQ2003735"
"ICP715";"-10";"-10";"-10";"-0,01";"1,04";"6";"-10";"196";"0,8";"0,14";"0,2";"0,06";"56,17";"14,1";"48";"0,9";"8,4";"2,37";"3,2";"-0,1";"0,14";"-0,01";"-0,02";"0,17";"21,3";"15";"0,09";"0,34";"999";"0,42";"0,04";"0,67";"22,1";"277";"17,4";"13,2";"-0,1";"-0,01";"0,34";"2,4";"-1";"0,7";"14,4";"-0,05";"0,38";"-0,05";"4,3";"0,04";"0,11";"0,78";"37";"0,2";"9,08";"0,7";"40";"6,6";"GQ2003735"
"ICP716";"-10";"-10";"-10";"-0,01";"0,34";"-1";"-10";"63";"0,2";"0,02";"0,04";"0,01";"15,71";"1,3";"4";"0,36";"1,8";"0,69";"1,1";"-0,1";"-0,05";"-0,01";"-0,02";"0,08";"8,9";"2";"0,03";"0,04";"152";"0,19";"0,02";"1,71";"2";"78";"4";"4,8";"-0,1";"-0,01";"-0,05";"0,8";"-1";"-0,3";"7,3";"-0,05";"0,1";"-0,05";"1,1";"0,02";"0,04";"0,35";"8";"0,7";"2,61";"0,2";"6";"0,7";"GQ2003736"
"ICP717";"-9999";"-9999";"-9999";"-0,01";"1,36";"2";"-10";"198";"1,1";"0,08";"0,29";"0,07";"131,53";"9";"12";"1,64";"33,3";"2,53";"5,3";"-0,1";"0,27";"0,02";"-0,02";"0,3";"70";"20";"0,15";"0,3";"623";"0,33";"0,05";"1,3";"6,9";"876";"25,3";"29,8";"-0,1";"-0,01";"0,14";"4";"-1";"1,1";"25,4";"-0,05";"0,77";"-0,05";"24,4";"0,1";"0,19";"2,48";"40";"-0,1";"15,56";"1,1";"72";"13,6";"GQ2003736"
"ICP718";"-10";"-10";"-10";"-0,01";"0,59";"1";"-10";"85";"0,6";"0,05";"0,12";"0,02";"35,52";"3,5";"5";"0,92";"4,3";"1,03";"2,1";"-0,1";"-0,05";"-0,01";"-0,02";"0,12";"19,9";"7";"0,06";"0,09";"279";"0,18";"0,04";"0,82";"2,7";"228";"6,2";"11,9";"-0,1";"-0,01";"0,05";"1,5";"-1";"0,4";"14,9";"-0,05";"0,25";"-0,05";"5,3";"0,04";"0,07";"0,93";"19";"-0,1";"5,62";"0,4";"18";"2,4";"GQ2003736"
"ICP719";"-10";"-10";"-10";"-0,01";"0,58";"3";"-10";"118";"0,9";"0,08";"0,07";"0,02";"59,49";"4,2";"15";"0,61";"4";"1,54";"1,9";"-0,1";"0,06";"-0,01";"-0,02";"0,1";"32,5";"4";"0,09";"0,06";"364";"0,5";"0,02";"1,55";"5,2";"175";"13,6";"8,9";"-0,1";"-0,01";"0,19";"1,6";"-1";"0,6";"12,9";"-0,05";"0,58";"-0,05";"6,4";"0,02";"0,09";"0,92";"28";"-0,1";"9,98";"0,6";"18";"3";"GQ2003736"
"ICP720";"-10";"-10";"-10";"-0,01";"1,32";"5";"-10";"268";"0,9";"0,13";"0,32";"0,11";"47,15";"17,5";"69";"1,34";"12,4";"4,76";"4,9";"-0,1";"0,14";"-0,01";"0,02";"0,17";"22,9";"18";"0,12";"0,48";"952";"0,66";"0,03";"1,71";"27,7";"601";"15,5";"15,2";"-0,1";"-0,01";"0,39";"4,1";"-1";"0,7";"23,6";"-0,05";"0,45";"-0,05";"5";"0,1";"0,09";"0,95";"101";"0,2";"10,81";"0,8";"50";"7,1";"GQ2003736"
"ICP721";"-10";"-10";"-10";"-0,01";"0,76";"3";"-10";"120";"0,7";"0,1";"0,15";"0,09";"31,41";"5,6";"44";"1,18";"7,2";"2,28";"2,9";"-0,1";"-0,05";"-0,01";"-0,02";"0,15";"17,9";"10";"0,08";"0,2";"457";"0,47";"0,03";"1,58";"12,4";"252";"13,4";"12,4";"-0,1";"0,01";"0,29";"2";"-1";"0,7";"12,5";"-0,05";"0,32";"-0,05";"2,4";"0,05";"0,08";"0,58";"47";"0,2";"7,32";"0,6";"28";"1,4";"GQ2003736"
"ICP722";"-10";"-10";"-10";"-0,01";"0,68";"3";"-10";"135";"0,5";"0,11";"0,18";"0,05";"34,4";"6,2";"40";"0,86";"3,9";"2,66";"2,7";"-0,1";"0,12";"-0,01";"-0,02";"0,13";"18";"9";"0,07";"0,21";"395";"0,34";"0,03";"0,95";"12,2";"267";"11,2";"10,5";"-0,1";"-0,01";"0,31";"2,1";"-1";"0,6";"11,7";"-0,05";"0,31";"-0,05";"5,2";"0,06";"0,07";"0,76";"55";"0,2";"7,17";"0,6";"27";"6,4";"GQ2003736"
"ICP723";"-10";"-10";"-10";"-0,01";"0,73";"3";"-10";"144";"0,6";"0,14";"0,19";"0,06";"35,71";"7,1";"47";"0,9";"4,1";"3,31";"3,1";"-0,1";"0,25";"0,02";"-0,02";"0,13";"19";"9";"0,09";"0,22";"428";"0,38";"0,03";"1,13";"13,4";"275";"12,7";"11,8";"-0,1";"-0,01";"0,38";"2,3";"-1";"0,9";"11,3";"-0,05";"0,33";"-0,05";"5,2";"0,08";"0,09";"0,8";"73";"0,3";"7,79";"0,6";"30";"10,4";"GQ2003736"
"ICP724";"60";"-10";"-10";"-0,01";"0,8";"1";"-10";"171";"0,6";"0,06";"0,13";"0,04";"75,02";"8,1";"36";"0,34";"5";"3,21";"2,8";"-0,1";"0,13";"-0,01";"-0,02";"0,12";"39,5";"4";"0,07";"0,18";"560";"0,34";"0,03";"0,8";"9,9";"290";"13,3";"6,9";"-0,1";"-0,01";"0,16";"2";"-1";"0,7";"20,8";"-0,05";"0,43";"-0,05";"9,4";"0,06";"0,05";"0,65";"63";"-0,1";"7,43";"0,5";"28";"6,6";"GQ2003736"
"ICP725";"-10";"-10";"-10";"-0,01";"1,26";"5";"-10";"221";"1,3";"0,08";"0,26";"0,06";"61,59";"13,7";"82";"0,6";"10,2";"3,62";"4,1";"-0,1";"0,18";"0,02";"0,02";"0,13";"36";"8";"0,14";"0,3";"924";"0,41";"0,04";"1,23";"28,6";"526";"19,4";"9,7";"-0,1";"-0,01";"0,27";"4,2";"-1";"1";"36";"-0,05";"0,68";"-0,05";"3,4";"0,09";"0,07";"0,79";"71";"0,1";"15,67";"1,1";"46";"8,9";"GQ2003736"
"ICP726";"-10";"-10";"-10";"-0,01";"1,52";"8";"-10";"234";"1,9";"0,16";"0,29";"0,12";"86,04";"15,4";"38";"1,49";"16,6";"4,83";"5,1";"-0,1";"0,13";"0,03";"0,03";"0,22";"43,4";"13";"0,22";"0,28";"1156";"0,81";"0,02";"1,86";"16,7";"448";"25,3";"19,2";"-0,1";"0,02";"0,53";"3,7";"-1";"1,8";"29,9";"-0,05";"0,94";"-0,05";"3,5";"0,1";"0,13";"1,29";"98";"0,3";"24,12";"1,6";"51";"4,2";"GQ2003736"
"ICP727";"-10";"-10";"-10";"-0,01";"1,81";"6";"-10";"207";"2,3";"0,13";"0,29";"0,11";"93,34";"19,6";"138";"1,04";"12,8";"4,26";"6,3";"-0,1";"0,21";"0,01";"0,03";"0,15";"58,1";"15";"0,29";"0,41";"1329";"0,55";"0,03";"1,78";"43,8";"541";"26,2";"12,9";"-0,1";"-0,01";"0,33";"6,4";"-1";"1,4";"50,6";"-0,05";"1,38";"-0,05";"4,2";"0,11";"0,1";"1,36";"83";"0,1";"32,93";"2,2";"68";"9,7";"GQ2003736"
"ICP728";"-10";"-10";"-10";"-0,01";"1,44";"2";"-10";"198";"1";"0,11";"0,43";"0,13";"56,89";"19,6";"114";"1,33";"19,1";"6,24";"6,2";"-0,1";"0,21";"-0,01";"0,02";"0,21";"29,2";"15";"0,16";"0,51";"1006";"0,88";"0,04";"2,55";"31,2";"634";"18";"18,2";"-0,1";"-0,01";"0,24";"5,4";"-1";"0,8";"33,8";"-0,05";"0,52";"-0,05";"6,4";"0,19";"0,1";"1,18";"160";"0,2";"13,8";"1,2";"49";"10,8";"GQ2003736"
"ICP729";"-10";"-10";"-10";"-0,01";"0,66";"4";"-10";"123";"0,7";"0,11";"0,12";"0,04";"34,32";"5,1";"23";"0,72";"3,7";"1,88";"2,3";"-0,1";"0,09";"-0,01";"-0,02";"0,12";"18";"7";"0,07";"0,17";"402";"0,35";"0,02";"0,89";"7,9";"193";"11,2";"9,1";"-0,1";"-0,01";"0,31";"1,6";"-1";"0,7";"11";"-0,05";"0,31";"-0,05";"3,2";"0,04";"0,07";"0,6";"33";"0,2";"6,62";"0,5";"23";"4,3";"GQ2003736"
"ICP730";"-10";"-10";"-10";"-0,01";"1,3";"6";"-10";"176";"2";"0,11";"0,22";"0,09";"74,45";"18,5";"89";"0,8";"10,1";"3,79";"4,7";"-0,1";"0,16";"0,02";"0,03";"0,15";"43,5";"9";"0,19";"0,27";"1310";"0,59";"0,04";"1,72";"29,6";"595";"25,3";"11,6";"-0,1";"-0,01";"0,26";"4,4";"-1";"1,2";"35,3";"-0,05";"0,91";"-0,05";"3,7";"0,1";"0,09";"1,05";"75";"0,2";"21,46";"1,4";"52";"8,5";"GQ2003736"
"ICP731";"-10";"-10";"-10";"-0,01";"1,11";"4";"-10";"153";"0,7";"0,17";"0,24";"0,06";"46,11";"11,1";"33";"0,97";"6,5";"2,59";"3,9";"-0,1";"0,09";"0,01";"-0,02";"0,17";"16,9";"19";"0,08";"0,41";"868";"0,47";"0,02";"1,17";"16,1";"367";"13,5";"13,1";"-0,1";"-0,01";"0,37";"2,6";"-1";"0,7";"14,5";"-0,05";"0,33";"-0,05";"4,6";"0,05";"0,1";"0,85";"45";"0,3";"7,91";"0,6";"41";"5,5";"GQ2003736"
"ICP732";"-10";"-10";"-10";"-0,01";"1,66";"6";"-10";"306";"2,6";"0,12";"0,39";"0,11";"127,47";"11,4";"49";"1,57";"27,5";"3,23";"4,8";"-0,1";"0,12";"0,05";"0,03";"0,24";"60,9";"10";"0,21";"0,16";"847";"0,94";"0,02";"2,06";"24";"475";"21,1";"25,5";"-0,1";"0,02";"0,26";"3,9";"-1";"1,9";"40,1";"-0,05";"1,15";"-0,05";"2,8";"0,05";"0,18";"1,27";"56";"0,3";"24,68";"1,5";"49";"3,1";"GQ2003736"
"ICP733";"-10";"-10";"-10";"-0,01";"1,18";"5";"-10";"128";"1,5";"0,12";"0,16";"0,05";"52,84";"7,8";"35";"0,94";"6,6";"2,58";"4,5";"-0,1";"0,06";"0,01";"0,02";"0,12";"29,3";"10";"0,12";"0,27";"368";"0,53";"0,02";"2,27";"13";"446";"21,1";"13,1";"-0,1";"0,01";"0,2";"2,7";"-1";"1,1";"21,5";"-0,05";"0,71";"-0,05";"2,4";"0,06";"0,12";"0,63";"42";"0,1";"13,87";"0,9";"40";"2,4";"GQ2003736"
"ICP734";"-10";"-10";"-10";"-0,01";"0,76";"3";"-10";"156";"0,8";"0,19";"0,09";"0,03";"131,02";"3,4";"23";"1,14";"3,3";"1,65";"2,3";"-0,1";"-0,05";"-0,01";"-0,02";"0,13";"66,9";"9";"0,07";"0,12";"178";"0,45";"0,03";"0,8";"6,4";"290";"10,8";"12,5";"-0,1";"0,01";"0,23";"1,6";"-1";"0,5";"18,5";"-0,05";"0,67";"-0,05";"18,4";"0,02";"0,08";"1,52";"27";"-0,1";"9,74";"0,5";"19";"0,6";"GQ2003736"
"ICP735";"-10";"-10";"-10";"-0,01";"0,88";"4";"-10";"169";"0,7";"0,07";"0,13";"0,02";"46,28";"11";"44";"0,58";"4";"3,91";"3,7";"-0,1";"0,06";"-0,01";"-0,02";"0,16";"20,3";"4";"0,06";"0,14";"558";"0,44";"0,02";"1,09";"9,9";"255";"14,8";"12,2";"-0,1";"-0,01";"0,16";"2,5";"-1";"0,8";"21,5";"-0,05";"0,32";"-0,05";"3,8";"0,06";"0,08";"0,51";"81";"-0,1";"6,34";"0,4";"27";"3,3";"GQ2003736"
"ICP736";"-10";"-10";"-10";"-0,01";"1,31";"3";"-10";"195";"1,6";"0,1";"0,18";"0,06";"62,89";"11,3";"39";"0,88";"9,2";"3,27";"5,3";"-0,1";"0,09";"-0,01";"0,02";"0,2";"30,4";"11";"0,1";"0,31";"702";"0,52";"0,03";"2,54";"16,3";"301";"20,8";"19,8";"-0,1";"-0,01";"0,21";"3,1";"-1";"1,7";"24,6";"-0,05";"0,67";"-0,05";"4,1";"0,07";"0,14";"0,67";"59";"0,1";"12,25";"0,7";"48";"3,3";"GQ2003736"
"ICP737";"-10";"-10";"-10";"-0,01";"1,01";"3";"-10";"170";"0,6";"0,09";"0,24";"0,06";"35,88";"9,9";"38";"1,07";"9,7";"2,72";"3,6";"-0,1";"0,08";"-0,01";"-0,02";"0,14";"19,1";"11";"0,09";"0,32";"529";"0,48";"0,03";"1,92";"15,3";"375";"10,1";"12,6";"-0,1";"-0,01";"0,3";"3";"-1";"0,7";"19,3";"-0,05";"0,34";"-0,05";"2,9";"0,08";"0,07";"0,67";"53";"0,1";"8,6";"0,7";"33";"4";"GQ2003736"
"ICP738";"-10";"-10";"-10";"-0,01";"1,11";"4";"-10";"208";"1,2";"0,09";"0,21";"0,04";"60,15";"12,7";"48";"1,16";"7,3";"3,63";"4,8";"-0,1";"0,11";"0,01";"0,03";"0,16";"30,8";"10";"0,1";"0,3";"623";"0,54";"0,02";"2,48";"16,7";"499";"17,9";"16,4";"-0,1";"-0,01";"0,2";"3,9";"-1";"1,5";"25,3";"-0,05";"0,59";"-0,05";"3";"0,09";"0,1";"0,55";"66";"0,1";"11,02";"0,7";"53";"5,8";"GQ2003736"
"ICP739";"-10";"-10";"-10";"-0,01";"1,18";"6";"-10";"225";"1";"0,16";"0,25";"0,09";"50,82";"12,8";"32";"1,04";"9,3";"2,7";"4";"-0,1";"0,21";"-0,01";"-0,02";"0,18";"24,2";"18";"0,12";"0,41";"832";"0,43";"0,03";"0,87";"18,5";"391";"20,2";"15,4";"-0,1";"-0,01";"0,39";"3";"-1";"0,7";"20,5";"-0,05";"0,48";"-0,05";"4,8";"0,05";"0,12";"1,02";"40";"0,2";"11,36";"0,8";"49";"10,4";"GQ2003736"
"ICP740";"-10";"-10";"-10";"-0,01";"1,03";"5";"-10";"61";"1,3";"0,13";"0,04";"0,04";"42,18";"3,7";"7";"1,24";"3,4";"1,38";"4,3";"-0,1";"-0,05";"0,02";"0,02";"0,09";"24,8";"4";"0,08";"0,04";"317";"0,52";"-0,01";"3,47";"2,5";"183";"23,9";"17,4";"-0,1";"0,02";"0,24";"1,5";"-1";"1,5";"6,5";"-0,05";"0,73";"-0,05";"1,9";"0,02";"0,15";"0,61";"29";"0,2";"12,2";"0,6";"24";"1,1";"GQ2003736"
"ICP741";"-10";"-10";"-10";"-0,01";"0,85";"3";"-10";"275";"0,9";"0,09";"0,18";"0,02";"46,84";"9,9";"63";"0,6";"8,2";"3,43";"3,4";"-0,1";"0,1";"0,02";"-0,02";"0,17";"22,9";"5";"0,06";"0,2";"539";"0,49";"0,03";"0,82";"18,7";"393";"14";"11,9";"-0,1";"-0,01";"0,28";"2,8";"-1";"0,9";"21,5";"-0,05";"0,36";"-0,05";"3,6";"0,05";"0,07";"0,55";"67";"0,1";"7,1";"0,5";"38";"5,2";"GQ2003736"
"ICP742";"-10";"-10";"-10";"-0,01";"1,11";"4";"-10";"343";"1,1";"0,11";"0,23";"0,04";"62,9";"11,7";"116";"0,77";"11,8";"4,11";"4,1";"-0,1";"0,16";"-0,01";"0,02";"0,2";"31,6";"6";"0,08";"0,23";"528";"0,69";"0,03";"0,9";"28,8";"504";"19,1";"13,9";"-0,1";"-0,01";"0,31";"3,7";"-1";"1,1";"37";"-0,05";"0,44";"-0,05";"4,9";"0,09";"0,08";"0,77";"84";"0,2";"8,52";"0,6";"50";"8,1";"GQ2003736"
"ICP743";"-10";"-10";"-10";"-0,01";"1,11";"5";"-10";"217";"0,9";"0,12";"0,18";"0,06";"43,91";"8,8";"38";"1,99";"9,1";"2,87";"3,6";"-0,1";"0,07";"-0,01";"-0,02";"0,18";"23";"10";"0,11";"0,22";"533";"0,45";"0,02";"1,73";"14,6";"278";"13,2";"18";"-0,1";"-0,01";"0,29";"3,2";"-1";"0,7";"15";"-0,05";"0,46";"-0,05";"3,8";"0,05";"0,12";"0,81";"55";"0,2";"11,14";"0,8";"30";"3,2";"GQ2003736"
"ICP744";"-10";"-10";"-10";"-0,01";"0,79";"3";"-10";"152";"0,6";"0,11";"0,15";"0,04";"27,65";"4,7";"17";"0,85";"3,9";"1,64";"2,5";"-0,1";"0,06";"-0,01";"-0,02";"0,14";"14,5";"7";"0,08";"0,14";"453";"0,37";"0,03";"0,61";"7,9";"161";"10,2";"11,9";"-0,1";"-0,01";"0,21";"1,8";"-1";"0,5";"14,4";"-0,05";"0,3";"-0,05";"2,8";"0,02";"0,08";"0,67";"19";"0,1";"7,47";"0,5";"22";"3,3";"GQ2003736"
"ICP745";"-10";"-10";"-10";"-0,01";"1,65";"2";"-10";"186";"0,6";"0,06";"0,32";"0,1";"44,88";"13,9";"63";"1,11";"26,1";"2,94";"5,5";"-0,1";"0,06";"-0,01";"-0,02";"0,25";"25,4";"9";"0,13";"0,51";"526";"0,7";"0,04";"2,77";"27,5";"346";"10,8";"23";"-0,1";"0,01";"0,08";"5,1";"-1";"0,6";"31,8";"-0,05";"0,38";"-0,05";"3,1";"0,11";"0,11";"0,73";"60";"0,8";"10,28";"0,9";"32";"2,2";"GQ2003736"
"ICP746";"-10";"-10";"-10";"-0,01";"0,67";"2";"-10";"108";"0,5";"0,1";"0,2";"0,06";"30,33";"9,7";"66";"0,9";"6,3";"4,21";"3,3";"-0,1";"0,12";"-0,01";"-0,02";"0,11";"16,1";"7";"0,08";"0,24";"434";"0,57";"0,03";"1,77";"14,2";"294";"12,9";"9,5";"-0,1";"-0,01";"0,31";"2,5";"-1";"0,8";"13,7";"-0,05";"0,27";"-0,05";"5,7";"0,11";"0,06";"0,77";"92";"0,2";"7,08";"0,5";"27";"6,5";"GQ2003736"
"ICP747";"-10";"-10";"-10";"-0,01";"1,29";"4";"-10";"210";"0,8";"0,15";"0,29";"0,09";"41,32";"17,4";"185";"2,3";"54,1";"5,44";"5,1";"-0,1";"0,1";"-0,01";"-0,02";"0,19";"21,2";"12";"0,12";"0,55";"664";"0,84";"0,03";"1,9";"54,1";"457";"13,2";"18";"-0,1";"-0,01";"0,37";"4,4";"-1";"0,7";"18,7";"-0,05";"0,38";"-0,05";"4,3";"0,13";"0,1";"0,87";"120";"0,7";"9,8";"0,8";"36";"5,2";"GQ2003736"
"ICP748";"-10";"-10";"-10";"0,03";"0,99";"3";"-10";"172";"0,5";"0,13";"0,26";"0,06";"34,41";"14,5";"167";"1,83";"41,8";"4,9";"4,1";"-0,1";"0,23";"-0,01";"-0,02";"0,15";"17,4";"9";"0,09";"0,41";"503";"0,79";"0,02";"1,45";"44,2";"431";"11";"13,8";"-0,1";"-0,01";"0,36";"3,7";"-1";"0,6";"16,2";"-0,05";"0,32";"-0,05";"3,6";"0,11";"0,08";"0,76";"111";"0,5";"8,07";"0,7";"28";"13,6";"GQ2003736"
"ICP749";"-10";"-10";"-10";"-0,01";"1,31";"4";"-10";"242";"1,5";"0,13";"0,23";"0,07";"96,03";"16,3";"124";"0,59";"12,1";"5,43";"5,5";"-0,1";"0,43";"-0,01";"0,03";"0,16";"52,4";"9";"0,14";"0,32";"747";"0,69";"0,03";"1,2";"38,3";"476";"23,3";"12,4";"-0,1";"-0,01";"0,33";"4,6";"-1";"1,4";"28,2";"-0,05";"0,87";"-0,05";"5,5";"0,13";"0,09";"1,12";"115";"0,1";"17,56";"1";"56";"25,8";"GQ2003736"
"ICP750";"-10";"-10";"-10";"-0,01";"1,75";"4";"-10";"210";"2,8";"0,12";"0,16";"0,13";"175,43";"10,3";"29";"1,75";"7";"4,29";"7,5";"-0,1";"0,13";"0,02";"0,07";"0,12";"77,2";"9";"0,42";"0,18";"1313";"1,32";"0,01";"2,83";"12,3";"728";"24,6";"19,9";"-0,1";"0,02";"0,2";"6,5";"-1";"1,8";"16,7";"-0,05";"1,88";"-0,05";"3,4";"0,11";"0,16";"0,97";"46";"0,2";"38,13";"3";"70";"4,9";"GQ2003736"
"ICP751";"-10";"-10";"-10";"-0,01";"2,07";"12";"-10";"216";"2";"0,14";"0,37";"0,06";"103,3";"30";"190";"1,54";"22,8";"4,78";"7,2";"-0,1";"0,13";"0,01";"0,03";"0,1";"50,8";"17";"0,22";"0,39";"1303";"0,62";"0,02";"1,16";"66";"407";"19,7";"12,7";"-0,1";"0,01";"0,27";"8,5";"-1";"1";"56,7";"-0,05";"1,12";"-0,05";"3,9";"0,11";"0,12";"1,37";"100";"-0,1";"24,53";"1,6";"47";"5,1";"GQ2003736"
"ICP752";"-9999";"-9999";"-9999";"0,03";"0,38";"1";"-10";"63";"0,5";"0,07";"0,05";"0,02";"27,84";"2,2";"19";"0,7";"3,4";"1,13";"1,3";"-0,1";"-0,05";"-0,01";"-0,02";"0,12";"13,2";"3";"0,04";"0,06";"377";"0,36";"0,02";"0,6";"7,3";"108";"10,3";"9";"-0,1";"-0,01";"0,13";"0,7";"-1";"0,4";"6,7";"-0,05";"0,2";"-0,05";"4,9";"0,01";"0,06";"0,53";"12";"0,1";"3,62";"0,3";"11";"3,2";"GQ2003736"
